tip	is_ST50	country	region	source	ST
GCA_040103765.1	NO				
GCA_040103775.1	NO				
GCA_040103845.1	NO				
GCA_040103885.1	NO				
GCA_040103895.1	NO				
GCA_040103915.1	NO				
GCA_040103935.1	NO				
GCA_040103945.1	NO				
GCA_040103985.1	NO				
GCA_040104005.1	NO				
GCA_040104025.1	NO				
GCA_040104045.1	NO				
GCA_040104055.1	NO				
GCA_040104085.1	NO				
GCA_040104105.1	NO				
GCA_040104125.1	NO				
GCA_040104145.1	NO				
GCA_040104165.1	NO				
GCA_040104185.1	NO				
GCA_040104205.1	NO				
GCA_040104225.1	NO				
GCA_040104245.1	NO				
GCA_040106065.1	NO				
GCA_040107975.1	NO				
GCA_040171085.1	NO				
GCA_040272375.1	NO				
GCA_040283215.1	NO				
GCA_040304555.1	NO				
GCA_040304595.1	NO				
GCA_040330375.1	NO				
GCA_040330415.1	NO				
GCA_040330435.1	NO				
GCA_040330455.1	NO				
GCA_040330475.1	NO				
GCA_040330495.1	NO				
GCA_040330515.1	NO				
GCA_040330535.1	NO				
GCA_040330555.1	NO				
GCA_040330575.1	NO				
GCA_040330595.1	NO				
GCA_040336695.1	NO				
GCA_040337695.1	NO				
GCA_040337705.1	NO				
GCA_040337755.1	NO				
GCA_040337775.1	NO				
GCA_040337795.1	NO				
GCA_040338785.1	NO				
GCA_040338795.1	NO				
GCA_040338855.1	NO				
GCA_040338875.1	NO				
GCA_040338895.1	NO				
GCA_040338915.1	NO				
GCA_040338935.1	NO				
GCA_040338955.1	NO				
GCA_040338975.1	NO				
GCA_040338995.1	NO				
GCA_040339015.1	NO				
GCA_040339035.1	NO				
GCA_040339055.1	NO				
GCA_040339785.1	NO				
GCA_040339835.1	NO				
GCA_040339845.1	NO				
GCA_040340315.1	NO				
GCA_040343655.1	NO				
GCA_040343695.1	NO				
GCA_040347095.1	NO				
GCA_040362305.1	NO				
GCA_040370165.1	NO				
GCA_040401325.1	NO				
GCA_040422315.1	NO				
GCA_040434235.1	NO				
GCA_040452815.1	NO				
GCA_040455495.1	NO				
GCA_040458035.1	NO				
GCA_040521645.1	NO				
GCA_040521985.1	NO				
GCA_040556095.1	NO				
GCA_040557435.1	NO				
GCA_040557475.1	NO				
GCA_040557515.1	NO				
GCA_040557535.1	NO				
GCA_040558005.1	NO				
GCA_040558045.1	NO				
GCA_040558065.1	NO				
GCA_040558085.1	NO				
GCA_040558105.1	NO				
GCA_040558125.1	NO				
GCA_040558145.1	NO				
GCA_040558165.1	NO				
GCA_040558185.1	NO				
GCA_040558225.1	NO				
GCA_040558245.1	NO				
GCA_040558895.1	NO				
GCA_040558995.1	NO				
GCA_040559195.1	NO				
GCA_040560805.1	NO				
GCA_040560875.1	NO				
GCA_040571175.1	NO				
GCA_040571735.1	NO				
GCA_040571765.1	NO				
GCA_040591285.1	NO				
GCA_040625215.1	NO				
GCA_040625405.1	NO				
GCA_040671095.1	NO				
GCA_040724935.1	NO				
GCA_040732345.1	NO				
GCA_040778865.1	NO				
GCA_040779445.1	NO				
GCA_040825815.1	NO				
GCA_040827275.1	NO				
GCA_040827315.1	NO				
GCA_040827395.1	NO				
GCA_040827415.1	NO				
GCA_040828545.1	NO				
GCA_040828585.1	NO				
GCA_040833915.1	NO				
GCA_040898975.1	NO				
GCA_040899185.1	NO				
GCA_040959905.1	NO				
GCA_040960295.1	NO				
GCA_040960335.1	NO				
GCA_040961175.1	NO				
GCA_041006265.1	NO				
GCA_041017045.1	NO				
GCA_041017785.1	NO				
GCA_041018485.1	NO				
GCA_041018505.1	NO				
GCA_041018545.1	NO				
GCA_041018565.1	NO				
GCA_041018605.1	NO				
GCA_041051735.1	NO				
GCA_041054245.1	NO				
GCA_041055165.1	NO				
GCA_041057225.1	NO				
GCA_041057235.1	NO				
GCA_041058025.1	NO				
GCA_041147415.1	NO				
GCA_041156245.1	NO				
GCA_041217155.1	NO				
GCA_041217375.1	NO				
GCA_041217565.1	NO				
GCA_041217595.1	NO				
GCA_041262915.1	NO				
GCA_041262935.1	NO				
GCA_041265685.1	NO				
GCA_041265765.1	NO				
GCA_041268145.1	NO				
GCA_041268585.1	NO				
GCA_041276925.1	NO				
GCA_041314325.1	NO				
GCA_041314405.1	NO				
GCA_041315055.1	NO				
GCA_041317875.1	NO				
GCA_041317895.1	NO				
GCA_041319345.1	NO				
GCA_041344175.1	NO				
GCA_041344255.1	NO				
GCA_041344275.1	NO				
GCA_041344295.1	NO				
GCA_041344315.1	NO				
GCA_041344335.1	NO				
GCA_041344355.1	NO				
GCA_041344395.1	NO				
GCA_041344415.1	NO				
GCA_041351915.1	NO				
GCA_041385325.1	NO				
GCA_041385445.1	NO				
GCA_041385675.1	NO				
GCA_041408705.1	NO				
GCA_041436615.1	NO				
GCA_041437355.1	NO				
GCA_041445445.1	NO				
GCA_041463555.1	NO				
GCA_041463575.1	NO				
GCA_041503565.1	NO				
GCA_041554575.1	NO				
GCA_041554655.1	NO				
GCA_041554695.1	NO				
GCA_041554735.1	NO				
GCA_041554795.1	NO				
GCA_041558655.1	NO				
GCA_041560915.1	NO				
GCA_041578885.1	NO				
GCA_041590355.1	NO				
GCA_041593135.1	NO				
GCA_041680865.1	NO				
GCA_041680885.1	NO				
GCA_041877005.1	NO				
GCA_041877015.1	NO				
GCA_041878995.1	NO				
GCA_041895925.1	NO				
GCA_041897225.1	NO				
GCA_042203425.1	NO				
GCA_042222685.1	NO				
GCA_042223645.1	NO				
GCA_042244995.1	NO				
GCA_042247165.1	NO				
GCA_042247205.1	NO				
GCA_042278525.1	NO				
GCA_042688805.1	NO				
GCA_042688825.1	NO				
GCA_042688855.1	NO				
GCA_042689285.1	NO				
GCA_042689365.1	NO				
GCA_042690045.1	NO				
GCA_042690145.1	NO				
GCA_042690385.1	NO				
GCA_042696135.1	NO				
GCA_042706055.1	NO				
GCA_042715985.1	NO				
GCA_042765395.1	NO				
GCA_042765415.1	NO				
GCA_042767205.1	NO				
GCA_042767235.1	NO				
GCA_042767245.1	NO				
GCA_042767285.1	NO				
GCA_042767325.1	NO				
GCA_042767345.1	NO				
GCA_042767405.1	NO				
GCA_042767425.1	NO				
GCA_042767445.1	NO				
GCA_042767495.1	NO				
GCA_042767515.1	NO				
GCA_042767545.1	NO				
GCA_042767565.1	NO				
GCA_042767585.1	NO				
GCA_042767615.1	NO				
GCA_042767635.1	NO				
GCA_042767655.1	NO				
GCA_042767675.1	NO				
GCA_042767705.1	NO				
GCA_042767765.1	NO				
GCA_042767845.1	NO				
GCA_042768595.1	NO				
GCA_042768605.1	NO				
GCA_042768635.1	NO				
GCA_042768655.1	NO				
GCA_042770415.1	NO				
GCA_042944285.1	NO				
GCA_042945315.1	NO				
GCA_043243995.1	NO				
GCA_043244035.1	NO				
GCA_043244055.1	NO				
GCA_043248655.1	NO				
GCA_043248695.1	NO				
GCA_043248735.1	NO				
GCA_043248755.1	NO				
GCA_043248775.1	NO				
GCA_043248795.1	NO				
GCA_043248815.1	NO				
GCA_043307075.1	YES	Australia	Oceania	source:NCBI_background	50
GCA_043307085.1	NO				
GCA_043307115.1	NO				
GCA_043307135.1	NO				
GCA_043307155.1	NO				
GCA_043307175.1	NO				
GCA_043307195.1	NO				
GCA_043307215.1	NO				
GCA_043307235.1	NO				
GCA_043307255.1	NO				
GCA_043307275.1	YES	Australia	Oceania	source:NCBI_background	50
GCA_043307295.1	NO				
GCA_043307315.1	YES	Australia	Oceania	source:NCBI_background	50
GCA_043309075.1	NO				
GCA_043310995.1	NO				
GCA_043311015.1	NO				
GCA_043311675.1	NO				
GCA_043311695.1	YES	Australia	Oceania	source:NCBI_background	50
GCA_043311715.1	NO				
GCA_043311735.1	NO				
GCA_043311755.1	NO				
GCA_043311775.1	YES	Australia	Oceania	source:NCBI_background	50
GCA_043311795.1	YES	Australia	Oceania	source:NCBI_background	50
GCA_043311815.1	YES	Australia	Oceania	source:NCBI_background	50
GCA_043311855.1	NO				
GCA_043473495.1	NO				
GCA_043473535.1	NO				
GCA_043473565.1	NO				
GCA_043473575.1	NO				
GCA_043473615.1	NO				
GCA_043473635.1	NO				
GCA_043473655.1	NO				
GCA_043474025.1	NO				
GCA_043474055.1	NO				
GCA_043474075.1	NO				
GCA_043474085.1	NO				
GCA_043474115.1	NO				
GCA_043474125.1	NO				
GCA_043474155.1	NO				
GCA_043474175.1	NO				
GCA_043474195.1	NO				
GCA_043474205.1	NO				
GCA_043474235.1	NO				
GCA_043474245.1	NO				
GCA_043474265.1	NO				
GCA_043474345.1	NO				
GCA_043474395.1	NO				
GCA_043474455.1	NO				
GCA_043474465.1	NO				
GCA_043474525.1	NO				
GCA_043476035.1	NO				
GCA_043476075.1	NO				
GCA_043476085.1	NO				
GCA_043476115.1	NO				
GCA_043476135.1	NO				
GCA_043476155.1	NO				
GCA_043476185.1	NO				
GCA_043476215.1	NO				
GCA_043476255.1	NO				
GCA_043476275.1	NO				
GCA_043476855.1	NO				
GCA_043476865.1	NO				
GCA_043476875.1	NO				
GCA_043476935.1	NO				
GCA_043477055.1	NO				
GCA_043477075.1	NO				
GCA_043477115.1	NO				
GCA_043477135.1	NO				
GCA_043477175.1	NO				
GCA_043477195.1	NO				
GCA_043477215.1	NO				
GCA_043477235.1	NO				
GCA_043477255.1	NO				
GCA_043477275.1	NO				
GCA_043477295.1	NO				
GCA_043477315.1	NO				
GCA_043477335.1	NO				
GCA_043477345.1	NO				
GCA_043477375.1	NO				
GCA_043477385.1	NO				
GCA_043477435.1	NO				
GCA_043477475.1	NO				
GCA_043477485.1	NO				
GCA_043477515.1	NO				
GCA_043477525.1	NO				
GCA_043477635.1	NO				
GCA_043478985.1	NO				
GCA_043479055.1	NO				
GCA_043479935.1	NO				
GCA_043789055.1	NO				
GCA_043904985.1	NO				
GCA_043987195.1	NO				
GCA_044023275.1	NO				
GCA_044023285.1	NO				
GCA_044023335.1	NO				
GCA_044023355.1	NO				
GCA_044023375.1	NO				
GCA_044023395.1	NO				
GCA_044023415.1	NO				
GCA_044023455.1	NO				
GCA_044023475.1	NO				
GCA_044023495.1	NO				
GCA_044023515.1	NO				
GCA_044023535.1	NO				
GCA_044023595.1	NO				
GCA_044023635.1	NO				
GCA_044023655.1	NO				
GCA_044023715.1	NO				
GCA_044023735.1	NO				
GCA_044023755.1	NO				
GCA_044023775.1	NO				
GCA_044023795.1	NO				
GCA_044023815.1	NO				
GCA_044023825.1	NO				
GCA_044023855.1	NO				
GCA_044023895.1	NO				
GCA_044023915.1	NO				
GCA_044023935.1	NO				
GCA_044023955.1	NO				
GCA_044023975.1	NO				
GCA_044023985.1	NO				
GCA_044024015.1	NO				
GCA_044024055.1	NO				
GCA_044024095.1	NO				
GCA_044024115.1	NO				
GCA_044024135.1	NO				
GCA_044024155.1	NO				
GCA_044024275.1	NO				
GCA_044024315.1	NO				
GCA_044024335.1	NO				
GCA_044024355.1	NO				
GCA_044024395.1	NO				
GCA_044024415.1	NO				
GCA_044024435.1	NO				
GCA_044024455.1	NO				
GCA_044024495.1	NO				
GCA_044024535.1	NO				
GCA_044024555.1	NO				
GCA_044026295.1	NO				
GCA_044086655.1	NO				
GCA_044504885.1	NO				
GCA_044509125.1	NO				
GCA_044523425.1	NO				
GCA_044525305.1	NO				
GCA_044550425.1	NO				
GCA_044562185.1	NO				
GCA_044611915.1	NO				
GCA_044612975.1	NO				
GCA_044736945.1	NO				
GCA_044737005.1	NO				
GCA_044740045.1	NO				
GCA_044830065.1	NO				
GCA_044856645.1	NO				
GCA_044895265.1	NO				
GCA_045000705.1	NO				
GCA_045000735.1	NO				
GCA_045000765.1	NO				
GCA_045000785.1	NO				
GCA_045000805.1	NO				
GCA_045000825.1	NO				
GCA_045000845.1	NO				
GCA_045000865.1	NO				
GCA_045000905.1	NO				
GCA_045000945.1	NO				
GCA_045000955.1	NO				
GCA_045000985.1	NO				
GCA_045001005.1	NO				
GCA_045006125.1	NO				
GCA_045006145.1	NO				
GCA_045006165.1	NO				
GCA_045006185.1	NO				
GCA_045006205.1	NO				
GCA_045006225.1	NO				
GCA_045006235.1	NO				
GCA_045006245.1	NO				
GCA_045006285.1	NO				
GCA_045006305.1	NO				
GCA_045006325.1	NO				
GCA_045006365.1	NO				
GCA_045006385.1	NO				
GCA_045006405.1	NO				
GCA_045006425.1	NO				
GCA_045006445.1	NO				
GCA_045006485.1	NO				
GCA_045006505.1	NO				
GCA_045006545.1	NO				
GCA_045006565.1	NO				
GCA_045006585.1	NO				
GCA_045006605.1	NO				
GCA_045006625.1	NO				
GCA_045006645.1	NO				
GCA_045006695.1	NO				
GCA_045006715.1	NO				
GCA_045006725.1	NO				
GCA_045006755.1	NO				
GCA_045006775.1	NO				
GCA_045006795.1	NO				
GCA_045006815.1	NO				
GCA_045006835.1	NO				
GCA_045006855.1	NO				
GCA_045006875.1	NO				
GCA_045006915.1	NO				
GCA_045006935.1	NO				
GCA_045006955.1	NO				
GCA_045006995.1	NO				
GCA_045007015.1	NO				
GCA_045007035.1	NO				
GCA_045007055.1	NO				
GCA_045007075.1	NO				
GCA_045007095.1	NO				
GCA_045007115.1	NO				
GCA_045007135.1	NO				
GCA_045007155.1	NO				
GCA_045007175.1	NO				
GCA_045007195.1	NO				
GCA_045007215.1	NO				
GCA_045007235.1	NO				
GCA_045007255.1	NO				
GCA_045007275.1	NO				
GCA_045007325.1	NO				
GCA_045007345.1	NO				
GCA_045007365.1	NO				
GCA_045007385.1	NO				
GCA_045007405.1	NO				
GCA_045007425.1	NO				
GCA_045007445.1	NO				
GCA_045007465.1	NO				
GCA_045007485.1	NO				
GCA_045007505.1	NO				
GCA_045007525.1	NO				
GCA_045007545.1	NO				
GCA_045007565.1	NO				
GCA_045229975.1	NO				
GCA_045328595.1	NO				
GCA_045328635.1	NO				
GCA_045341395.1	NO				
GCA_045387215.1	NO				
GCA_045387255.1	NO				
GCA_045387265.1	NO				
GCA_045387295.1	NO				
GCA_045387315.1	NO				
GCA_045394675.1	NO				
GCA_045394735.1	NO				
GCA_045394755.1	NO				
GCA_045417995.1	NO				
GCA_045418055.1	NO				
GCA_045420995.1	NO				
GCA_045421015.1	NO				
GCA_045422215.1	NO				
GCA_045423975.1	NO				
GCA_045426395.1	NO				
GCA_045426515.1	NO				
GCA_045426615.1	NO				
GCA_045426675.1	NO				
GCA_045443475.1	NO				
GCA_045443655.1	NO				
GCA_045443675.1	NO				
GCA_045450675.1	NO				
GCA_045450775.1	NO				
GCA_045525565.1	NO				
GCA_045527015.1	NO				
GCA_045554695.1	NO				
GCA_045560095.1	NO				
GCA_045560215.1	NO				
GCA_045560255.1	NO				
GCA_045699045.1	NO				
GCA_045767625.1	NO				
GCA_045767635.1	NO				
GCA_045783735.1	NO				
GCA_045793265.1	NO				
GCA_045793305.1	NO				
GCA_045893235.1	NO				
GCA_045893695.1	NO				
GCA_045992265.1	NO				
GCA_046227575.1	NO				
GCA_046237295.1	NO				
GCA_046242855.1	NO				
GCA_046460475.1	NO				
GCA_046463595.1	NO				
GCA_046530035.1	NO				
GCA_046530045.1	NO				
GCA_046530075.1	NO				
GCA_046530115.1	NO				
GCA_046530455.1	NO				
GCA_046530475.1	NO				
GCA_046530495.1	NO				
GCA_046530535.1	NO				
GCA_046530555.1	NO				
GCA_046530575.1	NO				
GCA_046530815.1	NO				
GCA_046531305.1	NO				
GCA_046531445.1	NO				
GCA_046607995.1	NO				
GCA_047250405.1	NO				
GCA_047250845.1	NO				
GCA_047251255.1	NO				
GCA_047251675.1	NO				
GCA_047251805.1	NO				
GCA_047251925.1	NO				
GCA_047252125.1	NO				
GCA_047252145.1	NO				
GCA_047252245.1	NO				
GCA_047252765.1	NO				
GCA_047252845.1	NO				
GCA_047252905.1	NO				
GCA_047253605.1	NO				
GCA_047253625.1	NO				
GCA_047253725.1	NO				
GCA_047254485.1	NO				
GCA_047254735.1	NO				
GCA_047254935.1	NO				
GCA_047255205.1	NO				
GCA_047255305.1	NO				
GCA_047255425.1	NO				
GCA_047255505.1	NO				
GCA_047255925.1	NO				
GCA_047256905.1	NO				
GCA_047256985.1	NO				
GCA_047256995.1	NO				
GCA_047257015.1	NO				
GCA_047257305.1	NO				
GCA_047257465.1	NO				
GCA_047257495.1	NO				
GCA_047257525.1	NO				
GCA_047257865.1	NO				
GCA_047257875.1	NO				
GCA_047257915.1	NO				
GCA_047257995.1	NO				
GCA_047302625.1	NO				
GCA_047409495.1	NO				
GCA_047411815.1	NO				
GCA_047442395.1	NO				
GCA_047442415.1	NO				
GCA_047442435.1	NO				
GCA_047442445.1	NO				
GCA_047442475.1	NO				
GCA_047442495.1	NO				
GCA_047442515.1	NO				
GCA_047442535.1	NO				
GCA_047442555.1	NO				
GCA_047569835.1	NO				
GCA_047620465.1	NO				
GCA_047687935.1	NO				
GCA_047701775.1	NO				
GCA_047704155.1	NO				
GCA_047704395.1	NO				
GCA_047704435.1	NO				
GCA_047706415.1	NO				
GCA_047706615.1	NO				
GCA_047714085.1	NO				
GCA_047714105.1	NO				
GCA_047714125.1	NO				
GCA_047714165.1	NO				
GCA_047714185.1	NO				
GCA_047714225.1	NO				
GCA_047757845.1	NO				
GCA_047859845.1	NO				
GCA_047948395.1	NO				
GCA_047948415.1	NO				
GCA_047948455.1	NO				
GCA_047948525.1	NO				
GCA_047952395.1	NO				
GCA_047954755.1	NO				
GCA_047954775.1	NO				
GCA_047954795.1	NO				
GCA_047954815.1	NO				
GCA_047981235.1	NO				
GCA_048057275.1	NO				
GCA_048208435.1	NO				
GCA_048252115.1	NO				
GCA_048284955.1	NO				
GCA_048545295.1	NO				
GCA_048545355.1	NO				
GCA_048545375.1	NO				
GCA_048545455.1	NO				
GCA_048545475.1	NO				
GCA_048545495.1	NO				
GCA_048545515.1	NO				
GCA_048545535.1	NO				
GCA_048545555.1	NO				
GCA_048545615.1	NO				
GCA_048545655.1	NO				
GCA_048545675.1	NO				
GCA_048545755.1	NO				
GCA_048545795.1	NO				
GCA_048545835.1	NO				
GCA_048545845.1	NO				
GCA_048545895.1	NO				
GCA_048545975.1	NO				
GCA_048546075.1	NO				
GCA_048546135.1	NO				
GCA_048546195.1	NO				
GCA_048546275.1	NO				
GCA_048546315.1	NO				
GCA_048546335.1	NO				
GCA_048546375.1	NO				
GCA_048546415.1	NO				
GCA_048546535.1	NO				
GCA_048546555.1	NO				
GCA_048546595.1	NO				
GCA_048546615.1	NO				
GCA_048546635.1	NO				
GCA_048546835.1	NO				
GCA_048546875.1	NO				
GCA_048546935.1	NO				
GCA_048546975.1	NO				
GCA_048547015.1	NO				
GCA_048547235.1	NO				
GCA_048547335.1	NO				
GCA_048547435.1	NO				
GCA_048547575.1	NO				
GCA_048547615.1	NO				
GCA_048547715.1	NO				
GCA_048547735.1	NO				
GCA_048547795.1	NO				
GCA_048547815.1	NO				
GCA_048547835.1	NO				
GCA_048547855.1	NO				
GCA_048547875.1	NO				
GCA_048547895.1	NO				
GCA_048547995.1	NO				
GCA_048676715.1	NO				
GCA_048693135.1	NO				
GCA_048693155.1	NO				
GCA_048693175.1	NO				
GCA_048693195.1	NO				
GCA_048693215.1	NO				
GCA_048693335.1	NO				
GCA_048693355.1	NO				
GCA_048693395.1	NO				
GCA_048693435.1	NO				
GCA_048693455.1	NO				
GCA_048693475.1	NO				
GCA_048693495.1	NO				
GCA_048693655.1	NO				
GCA_048693735.1	NO				
GCA_048707565.1	NO				
GCA_048707585.1	NO				
GCA_048708595.1	NO				
GCA_048708615.1	NO				
GCA_048708635.1	NO				
GCA_048717635.1	NO				
GCA_048719535.1	NO				
GCA_048719555.1	NO				
GCA_048726575.1	NO				
GCA_048726595.1	NO				
GCA_048727555.1	NO				
GCA_048727575.1	NO				
GCA_048728655.1	NO				
GCA_048729735.1	NO				
GCA_048730575.1	NO				
GCA_048733135.1	NO				
GCA_048733155.1	NO				
GCA_048733175.1	NO				
GCA_048733195.1	NO				
GCA_048733215.1	NO				
GCA_048733915.1	NO				
GCA_048737075.1	NO				
GCA_048740145.1	NO				
GCA_048767335.1	NO				
GCA_048767355.1	NO				
GCA_048767375.1	NO				
GCA_048767395.1	NO				
GCA_048767415.1	NO				
GCA_048767435.1	NO				
GCA_048767455.1	NO				
GCA_048767475.1	NO				
GCA_048767495.1	NO				
GCA_048808025.1	NO				
GCA_048808045.1	NO				
GCA_048808065.1	NO				
GCA_048808085.1	NO				
GCA_048810585.1	NO				
GCA_048856965.1	NO				
GCA_048859005.1	NO				
GCA_048859125.1	NO				
GCA_048859165.1	NO				
GCA_048859265.1	NO				
GCA_048872065.1	NO				
GCA_048876525.1	NO				
GCA_048876545.1	NO				
GCA_048876585.1	NO				
GCA_048876625.1	NO				
GCA_048876665.1	NO				
GCA_048876725.1	NO				
GCA_048877705.1	NO				
GCA_048877865.1	NO				
GCA_048877925.1	NO				
GCA_048877945.1	NO				
GCA_048878045.1	NO				
GCA_048878165.1	NO				
GCA_048878205.1	NO				
GCA_048878385.1	NO				
GCA_048878465.1	NO				
GCA_048878765.1	NO				
GCA_048943975.1	NO				
GCA_048944015.1	NO				
GCA_048944055.1	NO				
GCA_048947335.1	NO				
GCA_048992315.1	NO				
GCA_048992535.1	NO				
GCA_048992995.1	NO				
GCA_048993315.1	NO				
GCA_048993915.1	NO				
GCA_048995375.1	NO				
GCA_048996995.1	NO				
GCA_049024665.1	NO				
GCA_049024685.1	NO				
GCA_049024705.1	NO				
GCA_049024725.1	NO				
GCA_049024745.1	NO				
GCA_049024865.1	NO				
GCA_049024885.1	NO				
GCA_049024905.1	NO				
GCA_049024925.1	NO				
GCA_049024945.1	NO				
GCA_049025065.1	NO				
GCA_049025085.1	NO				
GCA_049025105.1	NO				
GCA_049025125.1	NO				
GCA_049025165.1	NO				
GCA_049025265.1	NO				
GCA_049025285.1	NO				
GCA_049025305.1	NO				
GCA_049025365.1	NO				
GCA_049025385.1	NO				
GCA_049025465.1	NO				
GCA_049025485.1	NO				
GCA_049025505.1	NO				
GCA_049025545.1	NO				
GCA_049025585.1	NO				
GCA_049025645.1	NO				
GCA_049025665.1	NO				
GCA_049025705.1	NO				
GCA_049025745.1	NO				
GCA_049025765.1	NO				
GCA_049025845.1	NO				
GCA_049025865.1	NO				
GCA_049025925.1	NO				
GCA_049025945.1	NO				
GCA_049026025.1	NO				
GCA_049026045.1	NO				
GCA_049026065.1	NO				
GCA_049026125.1	NO				
GCA_049026185.1	NO				
GCA_049026225.1	NO				
GCA_049026255.1	NO				
GCA_049026305.1	NO				
GCA_049026325.1	NO				
GCA_049026385.1	NO				
GCA_049026425.1	NO				
GCA_049026485.1	NO				
GCA_049026505.1	NO				
GCA_049026525.1	NO				
GCA_049026685.1	NO				
GCA_049026705.1	NO				
GCA_049026805.1	NO				
GCA_049026885.1	NO				
GCA_049026945.1	NO				
GCA_049027235.1	NO				
GCA_049027265.1	NO				
GCA_049027425.1	NO				
GCA_049027525.1	NO				
GCA_049027555.1	NO				
GCA_049027905.1	NO				
GCA_049027965.1	NO				
GCA_049028035.1	NO				
GCA_049028085.1	NO				
GCA_049028455.1	NO				
GCA_049028605.1	NO				
GCA_049028735.1	NO				
GCA_049028805.1	NO				
GCA_049028855.1	NO				
GCA_049029065.1	NO				
GCA_049029165.1	NO				
GCA_049029285.1	NO				
GCA_049029325.1	NO				
GCA_049029565.1	NO				
GCA_049029635.1	NO				
GCA_049029825.1	NO				
GCA_049029865.1	NO				
GCA_049029915.1	NO				
GCA_049030635.1	NO				
GCA_049030745.1	NO				
GCA_049032025.1	NO				
GCA_049033645.1	NO				
GCA_049033805.1	NO				
GCA_049034215.1	NO				
GCA_049034385.1	NO				
GCA_049034485.1	NO				
GCA_049034545.1	NO				
GCA_049034765.1	NO				
GCA_049034855.1	NO				
GCA_049034895.1	NO				
GCA_049035335.1	NO				
GCA_049035345.1	NO				
GCA_049035395.1	NO				
GCA_049035555.1	NO				
GCA_049035885.1	NO				
GCA_049036045.1	NO				
GCA_049036165.1	NO				
GCA_049036405.1	NO				
GCA_049036595.1	NO				
GCA_049036635.1	NO				
GCA_049036685.1	NO				
GCA_049036785.1	NO				
GCA_049036825.1	NO				
GCA_049036905.1	NO				
GCA_049036925.1	NO				
GCA_049036965.1	NO				
GCA_049036985.1	NO				
GCA_049037025.1	NO				
GCA_049037045.1	NO				
GCA_049037065.1	NO				
GCA_049037105.1	NO				
GCA_049037185.1	NO				
GCA_049037225.1	NO				
GCA_049037265.1	NO				
GCA_049037885.1	NO				
GCA_049038085.1	NO				
GCA_049038115.1	NO				
GCA_049038685.1	NO				
GCA_049038745.1	NO				
GCA_049038835.1	NO				
GCA_049038845.1	NO				
GCA_049038925.1	NO				
GCA_049039265.1	NO				
GCA_049039595.1	NO				
GCA_049039695.1	NO				
GCA_049039825.1	NO				
GCA_049040025.1	NO				
GCA_049040105.1	NO				
GCA_049040185.1	NO				
GCA_049040345.1	NO				
GCA_049074925.1	NO				
GCA_049075005.1	NO				
GCA_049093635.1	NO				
GCA_049152565.1	NO				
GCA_049152865.1	NO				
GCA_049164825.1	NO				
GCA_049165005.1	NO				
GCA_049165045.1	NO				
GCA_049165125.1	NO				
GCA_049165185.1	NO				
GCA_049165205.1	NO				
GCA_049165245.1	NO				
GCA_049165285.1	NO				
GCA_049165325.1	NO				
GCA_049165785.1	NO				
GCA_049209545.1	NO				
GCA_049238305.1	NO				
GCA_049239545.1	NO				
GCA_049248855.1	NO				
GCA_049249115.1	NO				
GCA_049249135.1	NO				
GCA_049249355.1	NO				
GCA_049249435.1	NO				
GCA_049249575.1	NO				
GCA_049249635.1	NO				
GCA_049249655.1	NO				
GCA_049249675.1	NO				
GCA_049249715.1	NO				
GCA_049249735.1	NO				
GCA_049249755.1	NO				
GCA_049249775.1	NO				
GCA_049249795.1	NO				
GCA_049249815.1	NO				
GCA_049249835.1	NO				
GCA_049249855.1	NO				
GCA_049249865.1	NO				
GCA_049249935.1	NO				
GCA_049249955.1	NO				
GCA_049249975.1	NO				
GCA_049249995.1	NO				
GCA_049250015.1	NO				
GCA_049250175.1	NO				
GCA_049267265.1	NO				
GCA_049267285.1	NO				
GCA_049267365.1	NO				
GCA_049267425.1	NO				
GCA_049268685.1	NO				
GCA_049268745.1	NO				
GCA_049271225.1	NO				
GCA_049271645.1	NO				
GCA_049271705.1	NO				
GCA_049271725.1	NO				
GCA_049302465.1	NO				
GCA_049307065.1	NO				
GCA_049331055.1	NO				
GCA_049555555.1	NO				
GCA_049840055.1	NO				
GCA_049883515.1	NO				
GCA_049883815.1	NO				
GCA_049883835.1	NO				
GCA_049883855.1	NO				
GCA_049883875.1	NO				
GCA_049883895.1	NO				
GCA_049883915.1	NO				
GCA_049883935.1	NO				
GCA_049883955.1	NO				
GCA_049883975.1	NO				
GCA_049884075.1	NO				
GCA_049884095.1	NO				
GCA_049884115.1	NO				
GCA_049884135.1	NO				
GCA_049884175.1	NO				
GCA_049884185.1	NO				
GCA_049884235.1	NO				
GCA_049884275.1	NO				
GCA_049884455.1	NO				
GCA_049884495.1	NO				
GCA_049884575.1	NO				
GCA_049884655.1	NO				
GCA_049884735.1	NO				
GCA_049885575.1	NO				
GCA_049885595.1	NO				
GCA_050087635.1	NO				
GCA_050087655.1	NO				
GCA_050087675.1	NO				
GCA_050087715.1	NO				
GCA_050087735.1	NO				
GCA_050087755.1	NO				
GCA_050087775.1	NO				
GCA_050087835.1	NO				
GCA_050087855.1	NO				
GCA_050087875.1	NO				
GCA_050087895.1	NO				
GCA_050087915.1	NO				
GCA_050087955.1	NO				
GCA_050087975.1	NO				
GCA_050087995.1	NO				
GCA_050088015.1	NO				
GCA_050088035.1	NO				
GCA_050088055.1	NO				
GCA_050088775.1	NO				
GCA_050261195.1	NO				
GCA_050261275.1	NO				
GCA_050331435.1	NO				
GCA_050363055.1	NO				
