tip	is_ST50	country	region	source	ST
GCA_023082035.1	NO				
GCA_023082055.1	NO				
GCA_023092625.1	NO				
GCA_023121315.1	NO				
GCA_023121335.1	NO				
GCA_023182535.1	NO				
GCA_023182635.1	NO				
GCA_023312915.1	NO				
GCA_023312975.1	NO				
GCA_023313015.1	NO				
GCA_023313035.1	NO				
GCA_023313055.1	NO				
GCA_023313065.1	NO				
GCA_023313095.1	NO				
GCA_023313135.1	NO				
GCA_023313155.1	NO				
GCA_023313175.1	NO				
GCA_023313295.1	NO				
GCA_023313315.1	NO				
GCA_023352135.1	NO				
GCA_023352155.1	NO				
GCA_023352175.1	NO				
GCA_023352195.1	NO				
GCA_023352375.1	NO				
GCA_023352895.1	NO				
GCA_023355925.1	NO				
GCA_023464835.1	NO				
GCA_023464875.1	NO				
GCA_023464935.1	NO				
GCA_023510515.1	NO				
GCA_023611025.1	NO				
GCA_023662325.1	NO				
GCA_023768605.1	NO				
GCA_023768705.1	NO				
GCA_023768785.1	NO				
GCA_023768805.1	NO				
GCA_023800015.1	NO				
GCA_023802055.1	NO				
GCA_023802115.1	NO				
GCA_024107695.1	NO				
GCA_024108655.1	NO				
GCA_024108695.1	NO				
GCA_024108735.1	NO				
GCA_024201545.1	NO				
GCA_024201605.1	NO				
GCA_024216395.1	NO				
GCA_024216415.1	NO				
GCA_024216455.1	NO				
GCA_024219835.1	NO				
GCA_024225715.1	NO				
GCA_024230195.1	NO				
GCA_024230635.1	NO				
GCA_024244545.1	NO				
GCA_024363815.1	NO				
GCA_024363835.1	NO				
GCA_024368555.1	NO				
GCA_024368595.1	NO				
GCA_024392275.1	NO				
GCA_024428105.1	NO				
GCA_024445455.1	NO				
GCA_024483265.1	NO				
GCA_024487725.1	NO				
GCA_024487745.1	NO				
GCA_024538955.1	NO				
GCA_024555505.1	NO				
GCA_024563785.1	NO				
GCA_024564425.1	NO				
GCA_024564485.1	NO				
GCA_024618885.1	NO				
GCA_024618965.1	NO				
GCA_024671165.1	NO				
GCA_024671265.1	NO				
GCA_024728585.1	NO				
GCA_024818875.1	NO				
GCA_024856145.1	NO				
GCA_024856185.1	NO				
GCA_024856205.1	NO				
GCA_024856245.1	NO				
GCA_024859465.1	NO				
GCA_024869075.1	NO				
GCA_024870445.1	NO				
GCA_024870465.1	NO				
GCA_024870505.1	NO				
GCA_024870885.1	NO				
GCA_024885275.1	NO				
GCA_024889235.1	NO				
GCA_024893755.1	NO				
GCA_024954825.1	NO				
GCA_024958775.1	NO				
GCA_024964065.1	NO				
GCA_024964105.1	NO				
GCA_025014005.1	NO				
GCA_025014025.1	NO				
GCA_025019385.1	NO				
GCA_025023815.1	NO				
GCA_025032415.1	NO				
GCA_025208925.1	NO				
GCA_025220595.1	NO				
GCA_025221715.1	NO				
GCA_025221755.1	NO				
GCA_025221795.1	NO				
GCA_025221855.1	NO				
GCA_025222395.1	NO				
GCA_025222515.1	NO				
GCA_025222595.1	NO				
GCA_025222615.1	NO				
GCA_025222875.1	NO				
GCA_025225015.1	NO				
GCA_025225155.1	NO				
GCA_025225255.1	NO				
GCA_025225275.1	NO				
GCA_025225535.1	NO				
GCA_025225735.1	NO				
GCA_025225795.1	NO				
GCA_025225955.1	NO				
GCA_025227735.1	NO				
GCA_025227755.1	NO				
GCA_025230395.1	NO				
GCA_025230455.1	NO				
GCA_025423075.1	NO				
GCA_025529525.1	NO				
GCA_025530415.1	NO				
GCA_025530435.1	NO				
GCA_025530455.1	NO				
GCA_025530475.1	NO				
GCA_025530515.1	NO				
GCA_025530635.1	NO				
GCA_025530705.1	NO				
GCA_025530725.1	NO				
GCA_025530765.1	NO				
GCA_025530805.1	NO				
GCA_025590225.1	NO				
GCA_025591775.1	NO				
GCA_025607815.1	NO				
GCA_025613925.1	NO				
GCA_025616125.1	NO				
GCA_025652195.1	NO				
GCA_025688385.1	NO				
GCA_025730695.1	NO				
GCA_025731375.1	NO				
GCA_025775775.1	NO				
GCA_025779155.1	NO				
GCA_025849935.1	NO				
GCA_025851335.1	NO				
GCA_025851395.1	NO				
GCA_025851715.1	NO				
GCA_025852095.1	NO				
GCA_025852135.1	NO				
GCA_025863815.1	NO				
GCA_025870765.1	NO				
GCA_025870785.1	NO				
GCA_025870805.1	NO				
GCA_025870825.1	NO				
GCA_025870845.1	NO				
GCA_025870865.1	NO				
GCA_025870885.1	NO				
GCA_025870905.1	NO				
GCA_025870925.1	NO				
GCA_025870945.1	NO				
GCA_025870965.1	NO				
GCA_025870985.1	NO				
GCA_025871025.1	NO				
GCA_025886265.1	NO				
GCA_025894015.1	NO				
GCA_025898385.1	NO				
GCA_025904525.1	NO				
GCA_025919525.1	NO				
GCA_025945565.1	NO				
GCA_025945585.1	NO				
GCA_025945605.1	NO				
GCA_025945625.1	NO				
GCA_025945645.1	NO				
GCA_025959725.1	NO				
GCA_025991355.1	NO				
GCA_025991375.1	NO				
GCA_026045915.1	NO				
GCA_026045955.1	NO				
GCA_026050675.1	NO				
GCA_026050715.1	NO				
GCA_026050795.1	NO				
GCA_026051115.1	NO				
GCA_026096195.1	NO				
GCA_026186375.1	NO				
GCA_026265375.1	NO				
GCA_026265395.1	NO				
GCA_026696245.1	NO				
GCA_026696685.1	NO				
GCA_026701665.1	NO				
GCA_026702065.1	NO				
GCA_026702185.1	NO				
GCA_026702425.1	NO				
GCA_026702505.1	NO				
GCA_026874555.1	NO				
GCA_026877505.1	NO				
GCA_026965415.1	NO				
GCA_026965515.1	NO				
GCA_027100115.1	NO				
GCA_027100135.1	NO				
GCA_027100155.1	NO				
GCA_027100175.1	NO				
GCA_027100195.1	NO				
GCA_027100455.1	NO				
GCA_027100495.1	NO				
GCA_027100535.1	NO				
GCA_027100555.1	NO				
GCA_027100575.1	NO				
GCA_027100615.1	NO				
GCA_027100715.1	NO				
GCA_027100755.1	NO				
GCA_027100775.1	NO				
GCA_027136975.1	NO				
GCA_027503205.1	NO				
GCA_027603965.1	NO				
GCA_027765525.1	NO				
GCA_027765545.1	NO				
GCA_027765565.1	NO				
GCA_027771325.1	NO				
GCA_027772525.1	NO				
GCA_027774045.1	NO				
GCA_027777085.1	NO				
GCA_027777165.1	NO				
GCA_027864865.1	NO				
GCA_027975385.1	NO				
GCA_028358115.1	NO				
GCA_028358155.1	NO				
GCA_028358555.1	NO				
GCA_028359195.1	NO				
GCA_028518745.1	NO				
GCA_028562555.1	NO				
GCA_028562575.1	NO				
GCA_028562635.1	NO				
GCA_028562655.1	NO				
GCA_028563255.1	NO				
GCA_028563275.1	NO				
GCA_028563295.1	NO				
GCA_028563315.1	NO				
GCA_028642635.1	NO				
GCA_028758665.1	NO				
GCA_028843025.1	NO				
GCA_028843045.1	NO				
GCA_028843065.1	NO				
GCA_028843085.1	NO				
GCA_028843105.1	NO				
GCA_028843125.1	NO				
GCA_028843145.1	NO				
GCA_028843165.1	NO				
GCA_028843185.1	NO				
GCA_028843205.1	NO				
GCA_028843225.1	NO				
GCA_028843245.1	NO				
GCA_028845805.1	NO				
GCA_028845905.1	NO				
GCA_028846385.1	NO				
GCA_028993335.1	NO				
GCA_029001265.1	NO				
GCA_029001625.1	NO				
GCA_029001645.1	NO				
GCA_029001665.1	NO				
GCA_029001685.1	NO				
GCA_029001705.1	NO				
GCA_029001745.1	NO				
GCA_029035745.1	NO				
GCA_029228095.1	NO				
GCA_029334135.1	NO				
GCA_029334155.1	NO				
GCA_029334175.1	NO				
GCA_029334195.1	NO				
GCA_029334235.1	NO				
GCA_029334435.1	NO				
GCA_029348225.1	NO				
GCA_029348265.1	NO				
GCA_029348305.1	NO				
GCA_029348405.1	NO				
GCA_029373685.1	NO				
GCA_029379935.1	NO				
GCA_029380865.1	NO				
GCA_029577935.1	NO				
GCA_029593545.1	NO				
GCA_029593565.1	NO				
GCA_029593605.1	NO				
GCA_029593625.1	NO				
GCA_030345035.1	NO				
GCA_030434055.1	NO				
GCA_030434135.1	NO				
GCA_030434155.1	NO				
GCA_030434175.1	NO				
GCA_030434195.1	NO				
GCA_030434215.1	NO				
GCA_030434235.1	NO				
GCA_030434255.1	NO				
GCA_030434315.1	NO				
GCA_030871475.1	NO				
GCA_030872195.1	NO				
GCA_030890585.1	NO				
GCA_030890605.1	NO				
GCA_030994205.1	NO				
GCA_030994705.1	NO				
GCA_030994885.1	NO				
GCA_030995065.1	NO				
GCA_030995145.1	NO				
GCA_031030825.1	NO				
GCA_031030865.1	NO				
GCA_031030875.1	NO				
GCA_031031605.1	NO				
GCA_031031845.1	NO				
GCA_031031885.1	NO				
GCA_031031905.1	NO				
GCA_031031925.1	NO				
GCA_031050015.1	NO				
GCA_031050025.1	NO				
GCA_031063745.1	NO				
GCA_031094505.1	NO				
GCA_031094525.1	NO				
GCA_031094665.1	NO				
GCA_031094685.1	NO				
GCA_031097555.1	NO				
GCA_031097595.1	NO				
GCA_031097635.1	NO				
GCA_031097795.1	NO				
GCA_031098055.1	NO				
GCA_031098175.1	NO				
GCA_031099795.1	NO				
GCA_031100015.1	NO				
GCA_031100035.1	NO				
GCA_031100055.1	NO				
GCA_031100115.1	NO				
GCA_031100275.1	NO				
GCA_031100295.1	NO				
GCA_031100775.1	NO				
GCA_031100875.1	NO				
GCA_031100915.1	NO				
GCA_031101055.1	NO				
GCA_031101115.1	NO				
GCA_031101135.1	NO				
GCA_031101175.1	NO				
GCA_031101415.1	NO				
GCA_031101515.1	NO				
GCA_031101535.1	NO				
GCA_031101575.1	NO				
GCA_031101615.1	NO				
GCA_031101635.1	NO				
GCA_031101655.1	NO				
GCA_031101675.1	NO				
GCA_031101755.1	NO				
GCA_031101775.1	NO				
GCA_031101795.1	NO				
GCA_031101815.1	NO				
GCA_031102005.1	NO				
GCA_031102035.1	NO				
GCA_031102055.1	NO				
GCA_031102095.1	NO				
GCA_031102115.1	NO				
GCA_031102195.1	NO				
GCA_031102625.1	NO				
GCA_031102645.1	NO				
GCA_031102665.1	NO				
GCA_031102825.1	NO				
GCA_031102865.1	NO				
GCA_031102985.1	NO				
GCA_031103045.1	NO				
GCA_031103345.1	NO				
GCA_031104665.1	NO				
GCA_031105445.1	NO				
GCA_031105605.1	NO				
GCA_031106375.1	NO				
GCA_031106415.1	NO				
GCA_031106425.1	NO				
GCA_031106515.1	NO				
GCA_031106575.1	NO				
GCA_031106735.1	NO				
GCA_031106755.1	NO				
GCA_031107375.1	NO				
GCA_031107795.1	NO				
GCA_031108475.1	NO				
GCA_031109195.1	NO				
GCA_031109235.1	NO				
GCA_031110345.1	NO				
GCA_031112885.1	NO				
GCA_031112905.1	NO				
GCA_031112975.1	NO				
GCA_031113815.1	NO				
GCA_031114375.1	NO				
GCA_031114425.1	NO				
GCA_031114655.1	NO				
GCA_031115415.1	NO				
GCA_031115455.1	NO				
GCA_031115835.1	NO				
GCA_031115875.1	NO				
GCA_031115895.1	NO				
GCA_031115905.1	NO				
GCA_031115935.1	NO				
GCA_031115955.1	NO				
GCA_031115975.1	NO				
GCA_031115995.1	NO				
GCA_031116015.1	NO				
GCA_031116035.1	NO				
GCA_031116055.1	NO				
GCA_031116075.1	NO				
GCA_031116095.1	NO				
GCA_031116115.1	NO				
GCA_031116135.1	NO				
GCA_031116155.1	NO				
GCA_031116175.1	NO				
GCA_031116255.1	NO				
GCA_031116305.1	NO				
GCA_031116325.1	NO				
GCA_031116375.1	NO				
GCA_031116865.1	NO				
GCA_031116885.1	NO				
GCA_031116905.1	NO				
GCA_031116925.1	NO				
GCA_031116945.1	NO				
GCA_031116965.1	NO				
GCA_031117005.1	NO				
GCA_031129075.1	NO				
GCA_031129115.1	NO				
GCA_031129135.1	NO				
GCA_031129155.1	NO				
GCA_031129175.1	NO				
GCA_031129195.1	NO				
GCA_031129215.1	NO				
GCA_031130445.1	NO				
GCA_031130465.1	NO				
GCA_031130485.1	NO				
GCA_031130905.1	NO				
GCA_031130925.1	NO				
GCA_031130945.1	NO				
GCA_031130985.1	NO				
GCA_031131005.1	NO				
GCA_031131045.1	NO				
GCA_031131065.1	NO				
GCA_031131085.1	NO				
GCA_031131105.1	NO				
GCA_031131125.1	NO				
GCA_031131145.1	NO				
GCA_031131165.1	NO				
GCA_031131185.1	NO				
GCA_031131225.1	NO				
GCA_031131245.1	NO				
GCA_031138715.1	NO				
GCA_031140545.1	NO				
GCA_031141485.1	NO				
GCA_031141905.1	NO				
GCA_031146185.1	NO				
GCA_031146225.1	NO				
GCA_031146245.1	NO				
GCA_031146265.1	NO				
GCA_031146385.1	NO				
GCA_031146405.1	NO				
GCA_031146425.1	NO				
GCA_031146445.1	NO				
GCA_031146465.1	NO				
GCA_031146585.1	NO				
GCA_031146605.1	NO				
GCA_031146625.1	NO				
GCA_031146655.1	NO				
GCA_031146725.1	NO				
GCA_031146775.1	NO				
GCA_031146805.1	NO				
GCA_031146825.1	NO				
GCA_031146855.1	NO				
GCA_031146905.1	NO				
GCA_031146955.1	NO				
GCA_031146985.1	NO				
GCA_031147015.1	NO				
GCA_031147045.1	NO				
GCA_031147075.1	NO				
GCA_031147095.1	NO				
GCA_031147165.1	NO				
GCA_031147285.1	NO				
GCA_031147305.1	NO				
GCA_031147345.1	NO				
GCA_031147415.1	NO				
GCA_031147455.1	NO				
GCA_031147475.1	NO				
GCA_031147505.1	NO				
GCA_031147525.1	NO				
GCA_031147555.1	NO				
GCA_031147605.1	NO				
GCA_031148555.1	NO				
GCA_031148575.1	NO				
GCA_031148615.1	NO				
GCA_031148655.1	NO				
GCA_031148695.1	NO				
GCA_031148765.1	NO				
GCA_031148775.1	NO				
GCA_031148825.1	NO				
GCA_031148865.1	NO				
GCA_031148885.1	NO				
GCA_031148965.1	NO				
GCA_031148985.1	NO				
GCA_031149005.1	NO				
GCA_031149035.1	NO				
GCA_031149075.1	NO				
GCA_031149145.1	NO				
GCA_031152835.1	NO				
GCA_031152855.1	NO				
GCA_031152915.1	NO				
GCA_031153075.1	NO				
GCA_031153085.1	NO				
GCA_031153255.1	NO				
GCA_031153315.1	NO				
GCA_031153495.1	NO				
GCA_031153575.1	NO				
GCA_031153655.1	NO				
GCA_031153715.1	NO				
GCA_031153735.1	NO				
GCA_031154015.1	NO				
GCA_031154075.1	NO				
GCA_031154385.1	NO				
GCA_031188445.1	NO				
GCA_031188485.1	NO				
GCA_031189995.1	NO				
GCA_031216975.1	NO				
GCA_031217165.1	NO				
GCA_031242675.1	NO				
GCA_031242725.1	NO				
GCA_031244105.1	NO				
GCA_031244485.1	NO				
GCA_031244505.1	NO				
GCA_031244545.1	NO				
GCA_031244745.1	NO				
GCA_031301205.1	NO				
GCA_031308535.1	NO				
GCA_031308665.1	NO				
GCA_031308715.1	NO				
GCA_031308725.1	NO				
GCA_031438105.1	NO				
GCA_031465595.1	NO				
GCA_031465755.1	NO				
GCA_031588835.1	NO				
GCA_031588855.1	NO				
GCA_031588915.1	NO				
GCA_031656715.1	NO				
GCA_031658815.1	NO				
GCA_031660895.1	NO				
GCA_031661335.1	NO				
GCA_031758495.1	NO				
GCA_031760105.1	NO				
GCA_031894955.1	NO				
GCA_031897195.1	NO				
GCA_031897655.1	NO				
GCA_031900245.1	NO				
GCA_031900825.1	NO				
GCA_031900845.1	NO				
GCA_031900865.1	NO				
GCA_031960605.1	NO				
GCA_032011025.1	NO				
GCA_032011065.1	NO				
GCA_032011165.1	NO				
GCA_032077355.1	NO				
GCA_032077405.1	NO				
GCA_032077945.1	NO				
GCA_032077965.1	NO				
GCA_032077985.1	NO				
GCA_032078005.1	NO				
GCA_032078145.1	NO				
GCA_032078165.1	NO				
GCA_032078185.1	NO				
GCA_032078265.1	NO				
GCA_032089815.1	NO				
GCA_032095135.1	NO				
GCA_032256905.1	NO				
GCA_032256925.1	NO				
GCA_032256945.1	NO				
GCA_032256955.1	NO				
GCA_032256985.1	NO				
GCA_032257005.1	NO				
GCA_032257025.1	NO				
GCA_032257045.1	NO				
GCA_032257065.1	NO				
GCA_032257085.1	NO				
GCA_032257105.1	NO				
GCA_032257125.1	NO				
GCA_032257145.1	NO				
GCA_032257165.1	NO				
GCA_032257185.1	NO				
GCA_032257205.1	NO				
GCA_032257225.1	NO				
GCA_032257245.1	NO				
GCA_032257265.1	NO				
GCA_032257285.1	NO				
GCA_032257305.1	NO				
GCA_032257325.1	NO				
GCA_032257345.1	NO				
GCA_032285425.1	NO				
GCA_032338975.1	NO				
GCA_032342065.1	NO				
GCA_032436395.1	NO				
GCA_032498785.1	NO				
GCA_032498825.1	NO				
GCA_032500735.1	NO				
GCA_032616495.1	NO				
GCA_032630565.1	NO				
GCA_032630585.1	NO				
GCA_032630645.1	NO				
GCA_032630725.1	NO				
GCA_032760135.1	NO				
GCA_032760315.1	NO				
GCA_032760435.1	NO				
GCA_032763525.1	NO				
GCA_032856345.1	NO				
GCA_032980965.1	NO				
GCA_032980985.1	NO				
GCA_033020195.1	NO				
GCA_033077175.1	NO				
GCA_033087935.1	NO				
GCA_033192075.1	NO				
GCA_033301395.1	NO				
GCA_033301875.1	NO				
GCA_033301935.1	NO				
GCA_033302395.1	NO				
GCA_033305115.1	NO				
GCA_033345615.1	NO				
GCA_033423225.1	NO				
GCA_033448775.1	NO				
GCA_033451785.1	NO				
GCA_033453915.1	NO				
GCA_033593435.1	NO				
GCA_033818075.1	NO				
GCA_033849575.1	NO				
GCA_033881245.1	NO				
GCA_033939505.1	NO				
GCA_033939525.1	NO				
GCA_034032935.1	NO				
GCA_034194845.1	NO				
GCA_034220475.1	NO				
GCA_034220495.1	NO				
GCA_034295555.1	NO				
GCA_034295595.1	NO				
GCA_034295635.1	NO				
GCA_034295675.1	NO				
GCA_034295955.1	NO				
GCA_034400075.1	NO				
GCA_034418515.1	NO				
GCA_034441685.1	NO				
GCA_034480405.1	NO				
GCA_034480425.1	NO				
GCA_034483385.1	NO				
GCA_034483395.1	NO				
GCA_034486705.1	NO				
GCA_034869125.1	NO				
GCA_034869305.1	NO				
GCA_035124135.1	NO				
GCA_035233105.1	NO				
GCA_035303225.1	NO				
GCA_035922265.1	NO				
GCA_036243855.1	NO				
GCA_036423935.1	NO				
GCA_036423965.1	NO				
GCA_036423995.1	NO				
GCA_036424005.1	NO				
GCA_036424055.1	NO				
GCA_036424065.1	NO				
GCA_036424095.1	NO				
GCA_036424115.1	NO				
GCA_036424155.1	NO				
GCA_036424175.1	NO				
GCA_036424195.1	NO				
GCA_036424215.1	NO				
GCA_036424335.1	NO				
GCA_036449935.1	NO				
GCA_036449995.1	NO				
GCA_036450035.1	NO				
GCA_036450135.1	NO				
GCA_036450175.1	NO				
GCA_036450195.1	NO				
GCA_036450915.1	NO				
GCA_036451075.1	NO				
GCA_036462675.1	NO				
GCA_036465855.1	NO				
GCA_036682025.1	NO				
GCA_036682425.1	NO				
GCA_036766385.1	NO				
GCA_036813155.1	NO				
GCA_036815205.1	NO				
GCA_036815215.1	NO				
GCA_036815225.1	NO				
GCA_036815265.1	NO				
GCA_036815285.1	NO				
GCA_036815305.1	NO				
GCA_036815325.1	NO				
GCA_036815345.1	NO				
GCA_036815365.1	NO				
GCA_036815385.1	NO				
GCA_036815405.1	NO				
GCA_036815425.1	NO				
GCA_036815435.1	NO				
GCA_036815465.1	NO				
GCA_036815485.1	NO				
GCA_036815505.1	NO				
GCA_036815525.1	NO				
GCA_036876145.1	NO				
GCA_036876165.1	NO				
GCA_036876185.1	NO				
GCA_036876245.1	NO				
GCA_036876965.1	NO				
GCA_036876985.1	NO				
GCA_036877925.1	NO				
GCA_036899115.1	NO				
GCA_036899515.1	NO				
GCA_036899555.1	NO				
GCA_036941765.1	NO				
GCA_036968255.1	NO				
GCA_036968715.1	NO				
GCA_036968795.1	NO				
GCA_036983295.1	NO				
GCA_036983305.1	NO				
GCA_036983395.1	NO				
GCA_036983535.1	NO				
GCA_036983555.1	NO				
GCA_036983615.1	NO				
GCA_036983675.1	NO				
GCA_036983695.1	NO				
GCA_036983735.1	NO				
GCA_036983945.1	NO				
GCA_036983965.1	NO				
GCA_036987775.1	NO				
GCA_037023275.1	NO				
GCA_037057525.1	NO				
GCA_037062855.1	NO				
GCA_037062895.1	NO				
GCA_037062955.1	NO				
GCA_037063015.1	NO				
GCA_037063065.1	NO				
GCA_037063085.1	NO				
GCA_037063115.1	NO				
GCA_037063245.1	NO				
GCA_037063365.1	NO				
GCA_037063405.1	NO				
GCA_037063425.1	NO				
GCA_037063665.1	NO				
GCA_037063705.1	NO				
GCA_037063895.1	NO				
GCA_037063995.1	NO				
GCA_037064015.1	NO				
GCA_037064035.1	NO				
GCA_037064055.1	NO				
GCA_037064155.1	NO				
GCA_037064175.1	NO				
GCA_037064295.1	NO				
GCA_037122505.1	NO				
GCA_037123725.1	NO				
GCA_037123765.1	NO				
GCA_037123785.1	NO				
GCA_037123805.1	NO				
GCA_037123845.1	NO				
GCA_037123865.1	NO				
GCA_037123905.1	NO				
GCA_037123925.1	NO				
GCA_037158325.1	NO				
GCA_037414615.1	NO				
GCA_037448095.1	NO				
GCA_037448115.1	NO				
GCA_037448135.1	NO				
GCA_037448155.1	NO				
GCA_037486485.1	NO				
GCA_037881645.1	NO				
GCA_037888245.1	NO				
GCA_037934455.1	NO				
GCA_037957185.1	NO				
GCA_037957425.1	NO				
GCA_037970105.1	NO				
GCA_037973775.1	NO				
GCA_037973795.1	NO				
GCA_037993185.1	NO				
GCA_037993195.1	NO				
GCA_037993205.1	NO				
GCA_037993235.1	NO				
GCA_037993245.1	NO				
GCA_037993285.1	NO				
GCA_037993295.1	NO				
GCA_037993305.1	NO				
GCA_037993315.1	NO				
GCA_037993325.1	NO				
GCA_037993385.1	NO				
GCA_037993395.1	NO				
GCA_037993405.1	NO				
GCA_037993415.1	NO				
GCA_037993435.1	NO				
GCA_037993485.1	NO				
GCA_037993495.1	NO				
GCA_037993505.1	NO				
GCA_037993515.1	NO				
GCA_037993565.1	NO				
GCA_037993585.1	NO				
GCA_037993595.1	NO				
GCA_037993605.1	NO				
GCA_037993615.1	NO				
GCA_037993625.1	NO				
GCA_037993645.1	NO				
GCA_037993665.1	NO				
GCA_037993685.1	NO				
GCA_037993745.1	NO				
GCA_037993765.1	NO				
GCA_037993785.1	NO				
GCA_037993805.1	NO				
GCA_037993825.1	NO				
GCA_037993845.1	NO				
GCA_037993865.1	NO				
GCA_037993885.1	NO				
GCA_037993905.1	NO				
GCA_037993925.1	NO				
GCA_037993945.1	NO				
GCA_037993965.1	NO				
GCA_037993985.1	NO				
GCA_037994005.1	NO				
GCA_037994025.1	NO				
GCA_037994045.1	NO				
GCA_037994065.1	NO				
GCA_037994085.1	NO				
GCA_037994105.1	NO				
GCA_037994125.1	NO				
GCA_037994145.1	NO				
GCA_037994165.1	NO				
GCA_037994185.1	NO				
GCA_037994205.1	NO				
GCA_037994225.1	NO				
GCA_037994245.1	NO				
GCA_037994265.1	NO				
GCA_037994285.1	NO				
GCA_037994685.1	NO				
GCA_037994705.1	NO				
GCA_037994725.1	NO				
GCA_037994745.1	NO				
GCA_037994765.1	NO				
GCA_037994785.1	NO				
GCA_037994805.1	NO				
GCA_037994825.1	NO				
GCA_037994845.1	NO				
GCA_037994865.1	NO				
GCA_037994905.1	NO				
GCA_037994925.1	NO				
GCA_037994945.1	NO				
GCA_037994965.1	NO				
GCA_037995005.1	NO				
GCA_037995025.1	NO				
GCA_037995045.1	NO				
GCA_037995065.1	NO				
GCA_037995085.1	NO				
GCA_037995105.1	NO				
GCA_037995125.1	NO				
GCA_038048605.1	NO				
GCA_038069515.1	NO				
GCA_038374045.1	NO				
GCA_038374605.1	NO				
GCA_038380005.1	NO				
GCA_038388715.1	NO				
GCA_038407955.1	NO				
GCA_038488205.1	NO				
GCA_039508765.1	NO				
GCA_039509705.1	NO				
GCA_039553915.1	NO				
GCA_039597015.1	YES	New Zealand	Oceania	source:NCBI_background	50
GCA_039597035.1	YES	New Zealand	Oceania	source:NCBI_background	50
GCA_039597055.1	YES	New Zealand	Oceania	source:NCBI_background	50
GCA_039653565.1	NO				
GCA_039728665.1	NO				
GCA_039900625.1	NO				
GCA_039956435.1	NO				
GCA_039958975.1	NO				
GCA_039960395.1	NO				
GCA_039999655.1	NO				
GCA_040001715.1	NO				
GCA_040060935.1	NO				
GCA_040070295.1	NO				
GCA_040070415.1	NO				
GCA_040082835.1	NO				
GCA_040100765.1	NO				
GCA_040100785.1	NO				
GCA_040100805.1	NO				
GCA_040100825.1	NO				
GCA_040100885.1	NO				
GCA_040100905.1	NO				
GCA_040100945.1	NO				
GCA_040100985.1	NO				
GCA_040101025.1	NO				
GCA_040101085.1	NO				
GCA_040101105.1	NO				
GCA_040101125.1	NO				
GCA_040101165.1	NO				
GCA_040101185.1	NO				
GCA_040101205.1	NO				
GCA_040101225.1	NO				
GCA_040101245.1	NO				
GCA_040101265.1	NO				
GCA_040101285.1	NO				
GCA_040101305.1	NO				
GCA_040101325.1	NO				
GCA_040101345.1	NO				
GCA_040101365.1	NO				
GCA_040101405.1	NO				
GCA_040101425.1	NO				
GCA_040101435.1	NO				
GCA_040101465.1	NO				
GCA_040101475.1	NO				
GCA_040101525.1	NO				
GCA_040101545.1	NO				
GCA_040101565.1	NO				
GCA_040101585.1	NO				
GCA_040101605.1	NO				
GCA_040101625.1	NO				
GCA_040101645.1	NO				
GCA_040101665.1	NO				
GCA_040101685.1	NO				
GCA_040101705.1	NO				
GCA_040101725.1	NO				
GCA_040101735.1	NO				
GCA_040101765.1	NO				
GCA_040101775.1	NO				
GCA_040101805.1	NO				
GCA_040101825.1	NO				
GCA_040101855.1	NO				
GCA_040101885.1	NO				
GCA_040101905.1	NO				
GCA_040101925.1	NO				
GCA_040101945.1	NO				
GCA_040101965.1	NO				
GCA_040101985.1	NO				
GCA_040101995.1	NO				
GCA_040102025.1	NO				
GCA_040102045.1	NO				
GCA_040102065.1	NO				
GCA_040102085.1	NO				
GCA_040102105.1	NO				
GCA_040102125.1	NO				
GCA_040102135.1	NO				
GCA_040102165.1	NO				
GCA_040102175.1	NO				
GCA_040102185.1	NO				
GCA_040102215.1	NO				
GCA_040102245.1	NO				
GCA_040102255.1	NO				
GCA_040102265.1	NO				
GCA_040102275.1	NO				
GCA_040102325.1	NO				
GCA_040102335.1	NO				
GCA_040102365.1	NO				
GCA_040102385.1	NO				
GCA_040102395.1	NO				
GCA_040102405.1	NO				
GCA_040102435.1	NO				
GCA_040102465.1	NO				
GCA_040102475.1	NO				
GCA_040102525.1	NO				
GCA_040102535.1	NO				
GCA_040102555.1	NO				
GCA_040102585.1	NO				
GCA_040102605.1	NO				
GCA_040102615.1	NO				
GCA_040102625.1	NO				
GCA_040102635.1	NO				
GCA_040102655.1	NO				
GCA_040102705.1	NO				
GCA_040102725.1	NO				
GCA_040102735.1	NO				
GCA_040102745.1	NO				
GCA_040102855.1	NO				
GCA_040102925.1	NO				
GCA_040102945.1	NO				
GCA_040102955.1	NO				
GCA_040103005.1	NO				
GCA_040103035.1	NO				
GCA_040103045.1	NO				
GCA_040103085.1	NO				
GCA_040103125.1	NO				
GCA_040103145.1	NO				
GCA_040103155.1	NO				
GCA_040103185.1	NO				
GCA_040103225.1	NO				
GCA_040103235.1	NO				
GCA_040103245.1	NO				
GCA_040103255.1	NO				
GCA_040103305.1	NO				
GCA_040103325.1	NO				
GCA_040103335.1	NO				
GCA_040103355.1	NO				
GCA_040103365.1	NO				
GCA_040103405.1	NO				
GCA_040103415.1	NO				
GCA_040103445.1	NO				
GCA_040103455.1	NO				
GCA_040103485.1	NO				
GCA_040103525.1	NO				
GCA_040103545.1	NO				
GCA_040103555.1	NO				
GCA_040103565.1	NO				
GCA_040103575.1	NO				
GCA_040103605.1	NO				
GCA_040103645.1	NO				
GCA_040103655.1	NO				
GCA_040103665.1	NO				
GCA_040103675.1	NO				
GCA_040103685.1	NO				
